,Tweets,Cleaned_Tweets
901,"Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which BJP govt is hiding as of now.

#PowerShortageInIndia","Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which BJP govt is hiding as of now."
902,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia
#PowerShortageInIndia",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger!
903,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia 
#BJPFails",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger! 
904,"This indicates the worst administration of union government
#PowerShortageInIndia
#PowerShortageInIndia https://t.co/qleG59RQwr",This indicates the worst administration of union government 
905,#powershortageInIndiaIf only electricity can be generated from religious hatred @narendramodi would’ve made India the sustainable energy capital of the world! #PowerCut #PowerShortageInIndia, only electricity can be generated from religious hatred narendramodi would’ve made India the sustainable energy capital of the world!  
906,"India suffering from a severe Power Shortage due to a coal shortage!

Whole #India right now👇
@PMOIndia 

#PowerShortageInIndia https://t.co/TJ6JR1x7av",India suffering from a severe Power Shortage due to a coal shortage!Whole  right now👇PMOIndia  
907,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. #PowerShortageInIndia https://t.co/ogQd6qBaGd","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake.  "
908,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis"
909,If only electricity can be generated from religious hatred @narendramodi would’ve made India the sustainable energy capital of the world #PowerShortageInIndia https://t.co/chMCwzFUM0,If only electricity can be generated from religious hatred narendramodi would’ve made India the sustainable energy capital of the world  
910,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia 
#BJPFails",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger! 
911,"#PowerShortageInIndia
Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger!
912,"#PowerShortageInIndia 
#ModiFailedIndia 
English translation is ok. But any one pl check Hindi translation.hope ok.

@Activist_AKP @MPARMYCHIEF @RajSano2 @Bishambar15 
Normally any powershortage, immediately they cut rural areas In this power cut the poor&amp;middle class affect much https://t.co/peF6neFlCG https://t.co/lOAHqhfOAU","  English translation is ok. But any one pl check Hindi translation.hope ok.Activist_AKP MPARMYCHIEF RajSano2 Bishambar15 Normally any powershortage, immediately they cut rural areas In this power cut the poor&amp;middle class affect much  "
913,"#powershortageInIndiaFailure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia 
#BJPFails", of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger! 
914,"India is in danger of sinking into darkness due to the Modi government's negligence!

https://t.co/33Bb717Mhe
#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
915,"Failure of #Modi government ..

#PowerShortageInIndia

#BJP_Failing_India https://t.co/5qDicMcDZ9",Failure of  government .._Failing_India 
916,"Dark pages of India

#PowerShortageInIndia",Dark pages of India
917,"#PowerShortageInIndia

Bjpfails https://t.co/hQ9H25Qi30",Bjpfails 
918,"With VOSO Store, be part of the most trusted franchise business. With more happy customers than one can count, our unparalleled customer support is something that you can count on. 
#vosostore #CivilServicesDay #PowerShortageInIndia #MIvsCSK #Powercut_Dmk #AkshayKumar https://t.co/0uBAHOj8OJ","With VOSO Store, be part of the most trusted franchise business. With more happy customers than one can count, our unparalleled customer support is something that you can count on.     _Dmk  "
919,"This indicates the worst administration of union government
#PowerShortageInIndia",This indicates the worst administration of union government
920,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger!
921,"Thermal power plants across the country are grappling with coal shortage, indicating a looming power crisis in the country.

#PowerShortageInIndia #EnergyCrisis https://t.co/zUAGu50Glv","Thermal power plants across the country are grappling with coal shortage, indicating a looming power crisis in the country.  "
922,"India is in danger of sinking into darkness due to the Modi government's negligence!

https://t.co/A4qUuoWFPa

#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
923,"#PowerShortageInIndia
Bjpfails https://t.co/g1A0bz3m5w",Bjpfails 
924,"India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. - @NewIndianXpress

#PowerShortageInIndia https://t.co/A3lRGoSmtB",India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. - NewIndianXpress 
925,"This indicates the worst administration of union government
#PowerShortageInIndia",This indicates the worst administration of union government
926,"#PowerShortageInIndia
Bjpfails https://t.co/dahjEZIsZq",Bjpfails 
927,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis https://t.co/x8BgldCnot","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis "
928,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis"
